070322|A50CHIN-C22|0.290|0.000|0.000|0.000|0.00|0
070324|A50CHIN-C24|0.910|0.000|0.000|0.000|0.00|0
070326|A50CHIN-C26|0.505|0.000|0.000|0.000|0.00|0
070328|A50CHIN-C28|0.290|0.000|0.000|0.000|0.00|0
070330|A50CHIN-C30|0.405|0.000|0.000|0.000|0.00|0
070332|A50CHIN-C32|0.820|0.000|0.000|0.000|0.00|0
070334|A50CHIN-C34|1.060|0.000|0.000|0.000|0.00|0
070336|A50CHIN-C36|0.610|0.000|0.000|0.000|0.00|0
070321|A50CHIN-H21|0.050|0.000|0.000|0.000|0.00|0
070323|A50CHIN-H23|0.005|0.000|0.000|0.000|0.00|0
070325|A50CHIN-H25|0.035|0.000|0.000|0.000|0.00|0
070327|A50CHIN-H27|0.065|0.000|0.000|0.000|0.00|0
7054|AASIA|0.150|0.000|0.000|0.000|0.00|0
5238|AAX|0.255|0.000|0.000|0.000|0.00|0
523820|AAX-C20|0.005|0.000|0.000|0.000|0.00|0
523821|AAX-C21|0.005|0.000|0.000|0.000|0.00|0
5238WA|AAX-WA|0.055|0.000|0.000|0.000|0.00|0
0800EA|ABFMY1|1.167|0.000|0.000|0.000|0.00|0
7086|ABLEGRP|0.070|0.000|0.000|0.000|0.00|0
2488|ABMB|4.210|0.000|0.000|0.000|0.00|0
2488CY|ABMB-CY|0.100|0.000|0.000|0.000|0.00|0
7131|ACME|0.230|0.000|0.000|0.000|0.00|0
7120|ACOSTEC|0.455|0.000|0.000|0.000|0.00|0
5281|ADVCON|0.350|0.000|0.000|0.000|0.00|0
7191|ADVENTA|0.355|0.000|0.000|0.000|0.00|0
9148|ADVPKG|1.900|0.000|0.000|0.000|0.00|0
7146|AEM|0.120|0.000|0.000|0.000|0.00|0
7146WA|AEM-WA|0.005|0.000|0.000|0.000|0.00|0
0181|AEMULUS|0.250|0.000|0.000|0.000|0.00|0
6599|AEON|1.590|0.000|0.000|0.000|0.00|0
6599CO|AEON-CO|0.055|0.000|0.000|0.000|0.00|0
6599CP|AEON-CP|0.050|0.000|0.000|0.000|0.00|0
6599CQ|AEON-CQ|0.030|0.000|0.000|0.000|0.00|0
5139|AEONCR|17.200|0.000|0.000|0.000|0.00|0
5139LA|AEONCR-LA|1.500|0.000|0.000|0.000|0.00|0
5185|AFFIN|2.310|0.000|0.000|0.000|0.00|0
5198|AFUJIYA|0.540|0.000|0.000|0.000|0.00|0
7315|AHB|0.130|0.000|0.000|0.000|0.00|0
7315WB|AHB-WB|0.005|0.000|0.000|0.000|0.00|0
7090|AHEALTH|9.660|0.000|0.000|0.000|0.00|0
4952|AHP|0.755|0.000|0.000|0.000|0.00|0
0122|AIM|0.280|0.000|0.000|0.000|0.00|0
5099|AIRASIA|2.800|0.000|0.000|0.000|0.00|0
509959|AIRASIAC59|0.025|0.000|0.000|0.000|0.00|0
509967|AIRASIAC67|0.090|0.000|0.000|0.000|0.00|0
509968|AIRASIAC68|0.010|0.000|0.000|0.000|0.00|0
509969|AIRASIAC69|0.030|0.000|0.000|0.000|0.00|0
509970|AIRASIAC70|0.015|0.000|0.000|0.000|0.00|0
509971|AIRASIAC71|0.080|0.000|0.000|0.000|0.00|0
509972|AIRASIAC72|0.180|0.000|0.000|0.000|0.00|0
509973|AIRASIAC73|0.195|0.000|0.000|0.000|0.00|0
509974|AIRASIAC74|0.280|0.000|0.000|0.000|0.00|0
509975|AIRASIAC75|0.130|0.000|0.000|0.000|0.00|0
509976|AIRASIAC76|0.075|0.000|0.000|0.000|0.00|0
509977|AIRASIAC77|0.075|0.000|0.000|0.000|0.00|0
509978|AIRASIAC78|0.095|0.000|0.000|0.000|0.00|0
509979|AIRASIAC79|0.055|0.000|0.000|0.000|0.00|0
509980|AIRASIAC80|0.050|0.000|0.000|0.000|0.00|0
5014|AIRPORT|7.870|0.000|0.000|0.000|0.00|0
5014C2|AIRPORT-C2|0.025|0.000|0.000|0.000|0.00|0
5014C3|AIRPORT-C3|0.035|0.000|0.000|0.000|0.00|0
5014C4|AIRPORT-C4|0.045|0.000|0.000|0.000|0.00|0
5014C5|AIRPORT-C5|0.065|0.000|0.000|0.000|0.00|0
5014C6|AIRPORT-C6|0.160|0.000|0.000|0.000|0.00|0
5014C7|AIRPORT-C7|0.095|0.000|0.000|0.000|0.00|0
2682|AISB|0.260|0.000|0.000|0.000|0.00|0
